SITE|STONE|INSCRIPTIO|READING|BY_WHOM|WHEN|TEXT|LING_NOTES|id
RSOLV|1|1|5|Rhys, J.|1873|"PROP | ARAUI | TGAIC | [R--]"||RSOLV/1/1-5
RTHCA|1|1|1|Macalister, R.A.S.|1945|ELUNAMU[C--||RTHCA/1/1-1
RTHCA|1|1|2|Gippert, J.|1981|--]LENAMU[--||RTHCA/1/1-2
RTHCA|2|1|1|Macalister, R.A.S.|1945|--]M[--||RTHCA/2/1-1
RTHDF|1|1|1|Macalister, R.A.S.|1945|"S[IDA]N[I]M[A]Q[ID] ||| ALO"||RTHDF/1/1-1
RTHDF|1|1|2|Cuppage, J.|1986|"S[.]D[.]N[.]M[.]Q[.]D ||| ALA"||RTHDF/1/1-2
RTHDF|2|1|1|Macalister, R.A.S.|1945|LLONNOCCMAQQ[--||RTHDF/2/1-1
RTHDF|2|1|2|Cuppage, J.|1986|LLONNOCCMAQQ[--||RTHDF/2/1-2
RTHDF|2|1|3|Cuppage, J.|1986|SONNOCCMAQQ[--||RTHDF/2/1-3
RTHKE|1|1|1|Macalister, R.A.S.|1949|"COMMA[GGA]AGNIM[-- | --]ISAMMNN[--"||RTHKE/1/1-1
RTHKE|1|1|2|McManus, D.|1991|"COMMAGGAGNIM[!U][-- | --]ISA[MM^G]NN"||RTHKE/1/1-2
RTHKE|2|1|1|McManus, D.|1991|L[I]SS[E^I][GV]O[G]||RTHKE/2/1-1
RTHKE|2|1|2|Moore, F.|1991|OLSSI[G]VUG||RTHKE/2/1-2
RTHKE|3|1|1|Macalister, R.A.S.|1949|[--]||RTHKE/3/1-1
RTHOD|1|1|1|Macalister, R.A.S.|1945|CURCIMAQIMUCOIV[!O][--||RTHOD/1/1-1
RTHOD|2|1|1|Macalister, R.A.S.|1945|ERCAVICCASMAQICO[--||RTHOD/2/1-1
RTHOD|2|1|2|McManus, D.|1991|ERCAVICCASMAQICO[--||RTHOD/2/1-2
RUSHE|1|1|1|Macalister/1945|1945|ALATTOSMAQIBR[--||RUSHE/1/1-1
RUSHN|1|1|1|Rhys, J.|1890|"DOVAIDONAMA QI ||| DROATA"||RUSHN/1/1-1
RUSHN|2|1|1|Rhys, J.|1886|BIVAI[--]NASMAQIMUCOICUNAVA[--]||RUSHN/2/1-1
RUSHN|2|1|2|Kermode, P.M.C.|1907|"BIVAI[DO]NASMAQIMUCOI ||| CUNAVA[--]"||RUSHN/2/1-2
SDOGW|1|2|3|Westwood, J.O.|1879|"NOGTIVISFILI | DEMETI"||SDOGW/1/2-3
RUSHN|2|1|3|Macalister, R.A.S.|1902|"BIVAIDONASMAQIMUCOI ||| CUNAVA[--]"||RUSHN/2/1-3
RUSHN|2|1|4|Rhys, J.|1886|"BIVAICUNASMAQIMUCOI ||| CUNAVA[--]"||RUSHN/2/1-4
SANTN|1|1|1|Setoun, A.|1823|"AVIT{I}MONO | MENT{I}"||SANTN/1/1-1
SANTN|1|1|2|Huebner, E.|1876|"AVIT{I}NORO | MERT{I}"||SANTN/1/1-2
SCHUD|1|1|2|McManus|1991|ERCAGNIMA[Q^C][I--||SCHUD/1/1-2
SCLEM|1|1|1|Macalister|1945|VIT{A}L{I}FILITORRICI||SCLEM/1/1-1
SCLEM|1|1|2|Okasha|1984|"VIT{A}L{I}FILITORRICI

[NB splitting reading]"||SCLEM/1/1-2
SCLEM|1|1|3|Thomas|1994|VIT{A}L{I}FILITORRICI||SCLEM/1/1-3
SCLEM|1|2|1|Macalister, R.A.S.|1945|IGNIOC||SCLEM/1/2-1
SCLEM|1|2|2|Okasha, E.|1984|"IGNIOC

[NB splitting reading]"||SCLEM/1/2-2
SCLEM|1|2|3|Thomas, C.|1994|--]IGNIOC||SCLEM/1/2-3
SCOLM|1|1|1|Thomas, C.|1994|"ADO[--] | [--]FIL[{I}--"||SCOLM/1/1-1
SCOLM|1|2|1|Macalister, R.A.S.|1945|"I{A} | CON | IUS"||SCOLM/1/2-1
SCOLM|1|2|2|Okasha, E.|1986|"--] | [--] | [--"||SCOLM/1/2-2
SCRED|1|1|1|Langdon, A.|1896|"RU | NHO~"||SCRED/1/1-1
SCRED|1|1|2|Macalister, R.A.S.|1949|"RU | NHO~"||SCRED/1/1-2
SCRED|1|1|3|Okasha, E.|1986|"R[--] | [HO.]"||SCRED/1/1-3
SCRED|2|1|1|Langdon, A.|1888|"[--] | FILIVSIC"||SCRED/2/1-1
SCRED|2|1|2|Macalister, R.A.S.|1949|"EROC{A}/V[I] | FILIVSIC"||SCRED/2/1-2
SCRED|2|1|3|Okasha, E.|1985|"--] | [--"||SCRED/2/1-3
SCRED|2|1|4|Thomas, C.|1994|"[--] | FILIVSIC"||SCRED/2/1-4
SCRED|2|2|1|Langdon, A.|1888|"INCX | X"||SCRED/2/2-1
SCRED|2|2|2|Okasha, E.|1985|[--]||SCRED/2/2-2
SCRED|2|2|3|Macalister, R.A.S.|1949|"--]RCAS | --][..]O[..]"||SCRED/2/2-3
SDAV1|1|1|1|Macalister, R.A.S.|1945|"RINACI | NOMENA"||SDAV1/1/1-1
SDAV1|1|1|2|Nash-Williams, V.E.|1950|"[R^P]INACI | NOMENA"||SDAV1/1/1-2
SDAV1|1|1|3|Rhys, J.|1896|"RINACI | NOMENA"||SDAV1/1/1-3
SDAV2|1|1|1|Macalister, R.A.S.|1949|"{A~W~IHS XPS} | GURMARC"||SDAV2/1/1-1
SDAV2|1|1|2|Nash-Williams, V.E.|1950|"{A7WIHS XPS} | GURMARC"||SDAV2/1/1-2
SDAV2|1|1|3|Westwood, J.O.|1856|"{XPS} | GURMARC"||SDAV2/1/1-3
SDAV2|1|1|4|Romilly Allen, J.|1896|"{A7WIHS XPS} | GURMARC"||SDAV2/1/1-4
SDAV3|1|1|1|Nash-Williams, V.E.|1950|"--]AU[-- | --]X[-- | --]C~N[-- | --]BT[-- | --]TD[-- | --]D[--"||SDAV3/1/1-1
SDAV3|1|1|2|Macalister, R.A.S.|1949|"+DAUID[-- | --]XIT[-- | --]RCA[-- | --]B3T[-- | --]TD[-- | UIDI"||SDAV3/1/1-2
SDAV3|2|1|1|Nash-Williams, V.E.|1950|"{A} || {W~} | {I~H~C} || {X~P~C}"||SDAV3/2/1-1
SDAV3|3|1|1|Nash-Williams, V.E.|1950|"{A~} || {W~} | {IH~S} || {X~P~S}"||SDAV3/3/1-1
SDAV3|3|1|2|Macalister, R.A.S.|1949|"{A} || {W} | {IH~S} || {X~P~S}"||SDAV3/3/1-2
SDAV3|3|2|1|Nash-Williams, V.E.|1950|"+PONTIFICIS | ABRAHAM |  FILIIHIC:HED | 7ISACQUIES | CUNT:"||SDAV3/3/2-1
SDAV3|3|2|2|Macalister, R.A.S.|1949|"+PONTIFICIS | ABRAHAM |  FILIIHICNED | 7ISACQUIES | CUNT"||SDAV3/3/2-2
SDAV3|4|1|1|Nash-Williams, V.E.|1950|"SUEHTAM || MARCVS || LVC[AS] || [I]OHANES"||SDAV3/4/1-1
SDAV4|1|1|1|Craster, O. E.|1957|"{A} | {W}"||SDAV4/1/1-1
SDAV4|1|2|1|Craster, O. E.|1957|{X~P~C}||SDAV4/1/2-1
SDOGM|1|1|1|Macalister, R.A.S.|1945|SAGRAGNIMAQICVNATAMI||SDOGM/1/1-1
SDOGM|1|1|2|Nash-Williams, V.E.|1950|SAGRAGNIMAQICVNATAMI||SDOGM/1/1-2
SDOGM|1|1|3|Longueville Jones, H|1860|SAGRAMNIMAQICVNATAMI||SDOGM/1/1-3
SDOGM|1|1|4|Rhys, J.|1873|SAGRAMNIMAQICVNATAMI||SDOGM/1/1-4
SDOGM|1|1|5|Romilly Allen, J.|1896|SAGRAMNIMAQICUNATAMI||SDOGM/1/1-5
SDOGM|1|1|6|Brash, R.R.|1869|SAGRAMNIMAQICVNATAMI||SDOGM/1/1-6
SDOGM|1|2|1|Macalister, R.A.S.|1945|"SAGRANI{F}ILI | CVNOTAMI"||SDOGM/1/2-1
SDOGM|1|2|2|Nash-Williams, V.E.|1950|"SAGRANI{F}ILI | CVNOTAMI"||SDOGM/1/2-2
SDOGM|1|2|3|Longueville Jones, H|1860|"SAGRANI{F}ILI | CVNOTAMI"||SDOGM/1/2-3
SDOGM|1|2|4|Rhys, J.|1873|"SAGRANI{F}ILI | CVNOTAMI"||SDOGM/1/2-4
SDOGM|1|2|5|Romilly Allen, J.|1896|"SAGRANI{F}ILI | CVNOTAMI"||SDOGM/1/2-5
SDOGM|2|1|1|Nash-Williams, V.E.|1950|"D || I"||SDOGM/2/1-1
SDOGW|1|1|1|Macalister, R.A.S.|1922|OGTENA[S]||SDOGW/1/1-1
SDOGW|1|1|2|Nash-Williams, V.E.|1950|OGTEN[LO]||SDOGW/1/1-2
SDOGW|1|1|3|Westwood, J.O.|1879|OTGENS||SDOGW/1/1-3
SDOGW|1|1|4|Romilly Allen, J.|1896|OGTENE||SDOGW/1/1-4
SDOGW|1|1|5|Rhys, J.|1918|OGTENLO||SDOGW/1/1-5
SDOGW|1|2|1|Macalister, R.A.S.|1945|"HOGTIVISF/ILI | DEMETI"||SDOGW/1/2-1
SDOGW|1|2|2|Nash-Williams, V.E.|1950|"HOGTIVISFILI | DEMETI"||SDOGW/1/2-2
SDOGW|1|2|4|Romilly Allen, J.|1896|"HOGTIVIS | FILIDEMETI"||SDOGW/1/2-4
SEDRN|1|1|1|Nash-Williams, V.E.|1950|"{A} || {W~} || ||| {IHC} || | {X~P~C}"||SEDRN/1/1-1
SEDRN|2|1|1|Nash-Williams|1950|"[.] || {W~}  | [..]C || [..]C"||SEDRN/2/1-1
SEIRK|1|1|1|Macalister/1949|1949|O~R~DOCHERBALL||SEIRK/1/1-1
SENDL|1|1|1|Macalister, R.A.S.|1945|"BROCAGNIIHCIAC/IT | NADOTTIFILIVS"||SENDL/1/1-1
SENDL|1|1|2|Okasha, E.|1987|"[BR..ACNIIH/CIAC/IT] | [--US]"||SENDL/1/1-2
SENDL|1|1|3|Thomas, C.|1994|"BROCAGNIIHCIAC/IT | [.]ADOTTIF/ILIVS"||SENDL/1/1-3
SFORD|1|1|1|Petrie, G.|1878|OROIT AR A[--||SFORD/1/1-1
SFORD|1|1|2|Macalister, R.A.S.|1949|OROIT AR E[--||SFORD/1/1-2
SHANK|1|1|1|McManus/1991|1991|"MAQICUNALIG[--] ||| MAQICOILLI ||| MUCOICOSCIS/N"||SHANK/1/1-1
SHILL|1|1|1|Okasha, E.|1985|"+ | CVMREGN{I} | F/ILIMAVC{I}"||SHILL/1/1-1
SHILL|1|1|2|Thomas, C/|1994|"+ | CUMREC/IN{I} | F/IL/I | MAUC{I}"||SHILL/1/1-2
SHLRY|1|1|1|Macalister, R.A.S.|1945|"{A}{M}{W~} | NOTI | NOTI"||SHLRY/1/1-1
SHLRY|1|1|2|Okasha, E.|1985|"N[.] NOTI | [..]NOTI"||SHLRY/1/1-2
SHLRY|1|1|3|Thomas, C.|1994|"NOTI | NOTI"||SHLRY/1/1-3
SHNKL|1|1|1|Macalister, R.A.S.|1938|AEDUIE||SHNKL/1/1-1
SILCH|1|1|1|Macalister, R.A.S.,|1945|"EBICATO[B!][-- | --][H!]IMUCO[--"||SILCH/1/1-1
SILCH|1|1|2|Handley, M.,|1999|"TEBICATO[S] | [MAQ]IMUCI[--"||SILCH/1/1-2
SISHM|1|1|1|Rhys, J.|1877|"VENNISETL{I} | FILIUSERCAGN{I}"||SISHM/1/1-1
SISHM|1|1|2|Westwood, J.O.|1879|"VENNISETL{I} | FILIUSERCAGN{I}"||SISHM/1/1-2
SISHM|1|1|3|Nash-Williams, V.E.|1950|"VENNISETL{I} | FILIUSERC:AGN{I}"||SISHM/1/1-3
SISHM|1|2|1|Macalister, R.A.S.|1945|--][G][--||SISHM/1/2-1
SISHM|2|1|1|Nash-Williams, V.E.|1950|"CIMESETL{I} [--] | AVICAT[--
"||SISHM/2/1-1
SISHM|2|1|2|Macalister, R.A.S.|1945|"CIMESETL{I}[--] | AVICATI [--"||SISHM/2/1-2
SISHM|2|1|3|Rhys, J.|1907|"CIMESETL{I}[--] | AVICATI[--"||SISHM/2/1-3
SISML|1|1|1|Edwards,  N.|1999|"{*} | V{*}L"||SISML/1/1-1
SJUST|1|1|1|Macalister, R.A.S.|1945|"NI | SELVSICIAC{I}T"||SJUST/1/1-1
SJUST|1|1|2|Okasha, E.|1985|"NI | SELVSICIAC{I}T"||SJUST/1/1-2
SJUST|1|1|3|Thomas, C.|1994|"NI | SELVSICIAC{I}T"||SJUST/1/1-3
SLIAN|1|1|1|Westwood, J.O.|1876|BANDVSIACIT||SLIAN/1/1-1
SLIAN|1|1|2|Macalister, R.A.S.|1945|"SILBANDVSIACIT | [...]"||SLIAN/1/1-2
SLIAN|1|1|3|Nash-Williams, V.E.|1950|SILBANDVSIACIT||SLIAN/1/1-3
SLIAN|1|1|4|Rhys, J.|1873|BANDVSIACIT||SLIAN/1/1-4
SNCL1|1|1|1|Macalister, R.A.S.|1945|"[V/ALAVIFILI] | PAA{N}{I}"||SNCL1/1/1-1
SNCL1|1|1|2|Nash-Williams, V.E.|1950|"[--] |  PAA{N}{I}"||SNCL1/1/1-2
SNCL1|1|1|3|Rhys, J.|1898|PAA{N}{I}||SNCL1/1/1-3
SNCL1|2|1|1|Macalister, R.A.S.|1945|{N}ES{I}||SNCL1/2/1-1
SNCL1|2|1|2|Nash-Williams, V.E.|1950|{M}E{L}{I}||SNCL1/2/1-2
SNCL1|2|1|3|Rhys, J.|1898|{N}ES{I}||SNCL1/2/1-3
SNCL2|1|1|1|Macalister, R.A.S.|1945|"T/VNCCETACEVX | SORDA/ARIHIC/IA | CI/T"||SNCL2/1/1-1
SNCL2|1|1|2|Nash-Williams, V.E.|1950|"T/VNCCETACEVX | SORDAA/RIHICIA | CIT"||SNCL2/1/1-2
SNCL2|1|1|3|Rhys, J.|1873|"T/VNCCETACEVX | SORDAA/RIHICIA | CIT"||SNCL2/1/1-3
SOURT|1|1|1|Okasha, E.|1987|"[.R]INCIP[I] | [..R.--] | A/V[.]DE[..]"||SOURT/1/1-1
SOURT|1|1|2|Macalister, R.A.S.|1945|"PRINCIP{I} | [IU]RI[CI] | A/UDE[T]I"||SOURT/1/1-2
SOURT|1|1|3|Thomas, C.|1994|"PRINCIP{I} | [FILIU] | A/UDETI"||SOURT/1/1-3
SPOLE|1|1|1|Macalister, R.A.S.|1945|"CAM/VLORIG{I} | FILIFANNVC{I}"||SPOLE/1/1-1
SPOLE|1|1|2|Nash-Williams, V.E.|1950|"CAM/VLORIG{I} | FILIFANNVC{I}"||SPOLE/1/1-2
SPOLE|1|1|3|Westwood, J.O.|1851|"CANTORIS{I} | FILIFANN[V^A]C{I}"||SPOLE/1/1-3
SPOLE|1|1|4|Longueville Jones, H|1861|"CAM/V[--]ORIS{I} |
FILIFANNVC{I}"||SPOLE/1/1-4
SPOLE|1|1|5|Longueville Jones, H|1862|"CAM/VLORIS{I} | FILIFANNVC{I}"||SPOLE/1/1-5
SPOLE|1|1|6|Rhys, J.|1873|"CAMELORIG{I} | FILIFANNVC{I}"||SPOLE/1/1-6
SPTTL|1|1|1|Macalister, R.A.S.|1922|"EV/ALIFILIDENCV{I} | CV/NIOVENDE | M/ATEREIVS"||SPTTL/1/1-1
SPTTL|1|1|2|Nash-Williams, V.E.|1950|"EV/ALIFILIDENCV{I} | CV/NIOVENDE | M/ATEREIVS"||SPTTL/1/1-2
SPTTL|1|1|3|Longueville Jones, H|1861|"EV/ALIFILIDENO | CV/NIOVENDE | M/ATEREIVS"||SPTTL/1/1-3
SPTTL|1|1|4|Rhys, J.|1874|"EV/ALIFILIDENCV{I} | CV/NIOVENDE | M/ATEREIVS"||SPTTL/1/1-4
SPTTL|1|1|5|Rhys, J.|1905|"EV/ALIFILIDENOV{I} | CV/NIOVENDE | M/ATEREIVS"||SPTTL/1/1-5
SPTTL|1|1|6|Romilly Allen, J.|1896|"EV/ALIFILIDENCV{I} | CV/NIOVENDE | M/ATEREIVS"||SPTTL/1/1-6
STISL|1|1|1|Macalister, R.A.S.|1945|"--]OR[-- | OR{N}EC | NVSET | {E}LISASOM[N] | IVM [--"||STISL/1/1-1
STKEW|1|1|1|Macalister, R.A.S.|1945|IVSTI||STKEW/1/1-1
STKEW|1|1|2|Okasha, E.|1986|IV[S]TI||STKEW/1/1-2
STKEW|1|2|1|Macalister, R.A.S.|1945|[.]USTI||STKEW/1/2-1
STKEW|1|2|2|Okasha, E.|1986|[--]STI||STKEW/1/2-2
STNTN|1|1|1|Macalister, R.A.S.|1945|GENDILI||STNTN/1/1-1
STNTN|1|1|2|Nash-Williams, V.E.|1950|GENDILI||STNTN/1/1-2
STNTN|1|1|3|Westwood, J.O.|1880|GECLIDI||STNTN/1/1-3
STNTN|1|1|4|Westwood, J.O.|1880|GENDILI||STNTN/1/1-4
STNTN|1|1|5|Romilly Allen, J.|1896|GENDILI||STNTN/1/1-5
STNTN|1|2|1|Macalister, R.A.S.|1945|GENDIL{I}||STNTN/1/2-1
STNTN|1|2|2|Nash-Williams, V.E.|1950|GE[NDILI--]||STNTN/1/2-2
STNTN|1|2|3|Rhys, J.|1881|GE[NDI.]L{I}||STNTN/1/2-3
STNTN|1|2|4|Macalister, R.A.S.|1922|GEND[.]L{I}||STNTN/1/2-4
STWFD|1|1|1|Okasha, E.|1984|[G]U[.G]LE[S]||STWFD/1/1-1
STWFD|1|1|2|Thomas, C.|1994|GUNGLEI||STWFD/1/1-2
SVNSS|1|1|1|Macalister, R.A.S.|1930|"--]CARITI{N}{I}F/IL/IBERIC[..] | --]CAL[--"||SVNSS/1/1-1
SVNSS|1|1|2|Nash-Williams, V.E.|1950|"M/ACARITI{N}{I}F/IL/IBERIC[.--| [--]"||SVNSS/1/1-2
SVNSS|1|1|3|RCAHMW|1976|"VICVRITI{N}{I}F/IL/IBERIA[-- | [--]"||SVNSS/1/1-3
SVNSS|1|1|4|Westwood, J.O.|1879|M/ACARITI{N}{I}F/IL/IBERI[--||SVNSS/1/1-4
SVNSS|1|1|5|Rhys, J.|1874|M/ACARITI{N}{I}F/IL/IBERIC||SVNSS/1/1-5
TALYB|1|1|1|Macalister, R.A.S.|1949|HILIIETI||TALYB/1/1-1
TALYB|1|1|2|Nash-Williams, V.E.|1950|"HICIACI[.] | [--]"||TALYB/1/1-2
TAWNA|1|1|1|Okasha, E.|1985|[--]||TAWNA/1/1-1
TAWNA|1|1|2|Macalister, R.A.S.|1945|O~R{P}E~PSTITUS||TAWNA/1/1-2
TBYAN|1|1|1|Macalister, R.A.S.|1945|M/A/UISIR||TBYAN/1/1-1
TBYAN|1|1|2|Okasha, E.|1985|[--]||TBYAN/1/1-2
TCKML|1|1|1|Okasha, E.|1993|[--]||TCKML/1/1-1
TCROM|1|1|1|Okasha, E.|1985|[--]||TCROM/1/1-1
TCROM|1|1|2|Thomas, A. C.|1994|"--] | [--"||TCROM/1/1-2
TCSTL|1|1|1|Macalister, R.A.S.|1945|MAQITRENISALICIDUNI||TCSTL/1/1-1
TCSTL|1|1|2|Nash-Williams, V.E.|1950|MAQUETRENISALICIDUNI||TCSTL/1/1-2
TCSTL|1|1|3|Robinson, G.E.|1878|MAQ[O]TR[O]NISAL[O]C[O]DNI||TCSTL/1/1-3
TCSTL|1|2|1|Macalister, R.A.S.|1945|M/ACCVTRENISALICIDVNI||TCSTL/1/2-1
TCSTL|1|2|2|Nash-Williams, V.E.|1950|[M]/ACCVTRENI+SALICIDVNI||TCSTL/1/2-2
TEMAN|1|1|1|Macalister, R.A.S.|1945|[AMN]TENASMACIV[--||TEMAN/1/1-1
TERMY|1|1|1|Macalister, R.A.S.|1945|"MOCU[RR]UTI | MAQIVLISACES{*}CMIR"||TERMY/1/1-1
TERMY|1|1|2|O'Sullivan & Sheehan|1996|"MOCU[RR-- | --I]VLISAC[E]S[U]CMIR"||TERMY/1/1-2
TFEIC|1|1|1|Macalister/1949|1949|"+OROITDOULTANETDOD | UBTHACHDORIGNIINCAISSEL"||TFEIC/1/1-1
TFLYS|1|1|1|Macalister, R.A.S.|1945|"IACONVSF/IIMIN{I} | IACIT"||TFLYS/1/1-1
TFLYS|1|1|2|Nash-Williams, V.E.|1950|"IACONVSF/IL/I/V/SMIN{I} | IACIT"||TFLYS/1/1-2
TFLYS|1|1|3|Romilly Allen|1904|"IACONVSF/IL/IMIN{I} | IACIT"||TFLYS/1/1-3
TFLYS|1|1|4|Rhys, J.|1905|"IACONVSF/IL/I/V/SMIN{I} | IACIT"||TFLYS/1/1-4
TGARN|1|1|1|Macalister, R.A.S.|1949|ENEVIRI||TGARN/1/1-1
TGARN|1|1|2|Nash-Williams, V.E.|1950|ENEV/IRI||TGARN/1/1-2
TGARN|2|1|1|Rhys, J.|1877|"POT/E{N}I{N}A | M/{V}LIIER"||TGARN/2/1-1
TGARN|2|1|2|Macalister, R.A.S.|1945|"POT/E{N}I{N}A | M/{V}LIIER | [--]"||TGARN/2/1-2
TGARN|2|1|3|Nash-Williams, V.E.|1950|"POT/E{N}I{N}A | M{V}LLIER"||TGARN/2/1-3
TGENE|1|1|1|Macalister/1949|1949|"BEN[--]TDIE[--]F[--]AN[--]S[--]
C[-]AN"||TGENE/1/1-1
TGENE|1|1|2|Higgins/1987|1987|"BEN~T~ || DIE | F~AN~ || SC ~A~N"||TGENE/1/1-2
TGENE|2|1|1|Macalister/1949|1949|"OROITAR | SCANDLAN"||TGENE/2/1-1
TGENE|2|1|2|Higgins/1987|1987|"OROITAR || SCA{N}DLAN"||TGENE/2/1-2
TGONY|1|1|1|Okasha, E.|1984|"{N}O{N}{N}IT{A} | ERCIL/I[{V}]I | RICATITRISF/IL/I | ERCIL/I{N}GI"||TGONY/1/1-1
TGONY|1|1|2|Macalister, R.A.S.|1945|"{N}O{N}{N}IT{A} | ERCIL/I{V}I | RICATITRISF/IL/I | ERCIL/I{N}GI"||TGONY/1/1-2
THILL|1|1|1|Thomas, C.|1994|[--IUMI--]||THILL/1/1-1
THILL|1|1|2|Thomas, C.|1994|[..]IUM[..]PI||THILL/1/1-2
THOTO|1|1|1|McManus/1991|1991|"VEDDELLEMETTOMU ||| CI ||| LOGIDDEAS ||| AVVIMUNICCONA"||THOTO/1/1-1
TIHIL|1|1|1|Macalister/1949|1949|"O~R~DO || OGAIN
"||TIHIL/1/1-1
TIHIL|2|1|1|Macalister/1949|1949|--]INND[--||TIHIL/2/1-1
TINAH|1|1|1|Macalister, R.A.S.|1945|CI[--]LAMAQ[.]I[--]BAGNI||TINAH/1/1-1
TINAH|1|2|1|Macalister, R.A.S.|1945|"AMNVURUDDRANNMAQ ||| [I]DO ||| LIG ENN"||TINAH/1/2-1
TINAH|2|1|1|Macalister, R.A.S.|1945|"AMNT{X}GANNMACDEGLA ||| N ||| N"||TINAH/2/1-1
TIRPH|1|1|1|RCAHMW|1976|"TEGERNA | CUSFILI | USMARTI | HICIACIT"||TIRPH/1/1-1
TIRPH|1|1|2|Nash-Williams|1950|"TEGERNA | CUSFILI | [U]SMARTI | HICIACIT"||TIRPH/1/1-2
TIRPH|1|1|3|Rhys|1873|"TEGERNA | CUSFILI | USMARTI | HICIACIT"||TIRPH/1/1-3
TIRPH|1|1|4|Stephens, T.|1862|"TEGERNA | CUSFILI | USMARII | HICIACIT"||TIRPH/1/1-4
TIRPH|1|1|5|Jones, H.Longueville|1862|"TEGERNA | CUSFILI | USMARTI | HICIACIT"||TIRPH/1/1-5
TIRPH|1|1|6|Macalister|1945|"TEGERNA | CUSFILI | USMARTI | HICIACIT"||TIRPH/1/1-6
TIRPH|1|2|1|Macalister|1933|TEGE[--||TIRPH/1/2-1
TISAR|1|1|1|Macalister/1949|1949|"O~R~ || DO || BRAN"||TISAR/1/1-1
TLGMO|1|1|1|Macalister, R.A.S.|1945|"MAQILAS{P}OG | B TTMACDE"||TLGMO/1/1-1
TMINE|1|1|1|Macalister/1945|1945|MUCOIMUCC[I]||TMINE/1/1-1
TMINE|1|1|2|Gippert/Web|1997|MUCOIMUCC[I]||TMINE/1/1-2
TMINE|1|1|3|McManus/1991|1991|MUCOI MUCC[--||TMINE/1/1-3
TMOUN|1|1|1|Macalister, R.A.S.|1945|NETTACU[--||TMOUN/1/1-1
TMYLE|1|1|1|Higgins/1987|1987|OROIT AR MAELPOIL||TMYLE/1/1-1
TNTGL|1|1|1|Macalister, R.A.S.|1949|"A/ELRI | {A}T: | FECIT | H{A}~C CRU | CEM{P}{A}[.] | IM{A}SU | {A}"||TNTGL/1/1-1
TNTGL|1|1|2|Okasha, E.|1984|"[A/EGR] | [A]T | [F]ECIT | [--]"||TNTGL/1/1-2
TNTGL|1|1|3|Langdon|1896|"A/ELN | {A}T+ | FECIT | N{A}~C~CRV | CEM{P}{A} | [NI]MASU~"||TNTGL/1/1-3
TNTGL|1|2|1|Macalister, R.A.S.|1949|"MAT | HEUS ||| MAR | CUS ||| LUCA ||| SIOHA~"||TNTGL/1/2-1
TNTGL|1|2|2|Okasha, E.|1984|"[MAT] | [.]US | [--] | SIO[T.]"||TNTGL/1/2-2
TNTGL|1|2|3|Langdon|1896|"M{A}T | HEUS ||| M{A}R | CUS ||| LUC{A} | SIOH~"||TNTGL/1/2-3
TNTIS|1|1|1|CISP|1999|"PATERN[--] | COLIAVIFICIT | ARTOGNOU | COL[.] | FICIT"||TNTIS/1/1-1
TNTIS|1|1|2|Thomas, C.|1998|"PATER | COLIAVIFICIT | ARTOGNOU | COL[.] | FICIT"||TNTIS/1/1-2
TNTIS|1|2|1|Morris, C.|1999|--][.]AX[E/C]||TNTIS/1/2-1
TOOCU|1|1|1|Macalister, R.A.S.|1945|DOMO{K}I||TOOCU/1/1-1
TOURP|1|1|1|Macalister. R.A.S.|1949|"RAC | [A]NDCAEL"||TOURP/1/1-1
TOURP|2|1|1|Macalister, R.A.S.|1949|FIDLA/ER||TOURP/2/1-1
TOURP|3|1|1|Macalister, R.A.S.|1949|FINDLU||TOURP/3/1-1
TOURP|4|1|1|Macalister, R.A.S.|1949|AUR[--||TOURP/4/1-1
TOURP|5|1|1|Macalister, R.A.S.|1949|"OR | ARAEDLAC"||TOURP/5/1-1
TOURP|6|1|1|Macalister, R.A.S.|1949|BAEDAN||TOURP/6/1-1
TOURP|7|1|1|Macalister, R.A.S.|1949|"ART || UIR"||TOURP/7/1-1
TOURP|8|1|1|Macalister, R.A.S.|1949|"[--] | [--] | [--] | [--] | [--] | [--]"||TOURP/8/1-1
TOURP|8|1|2|Moloney, M.|1964|"[--] | [--] | [--] | [--] | BIORANAINLAIS | DERNADINLIE"||TOURP/8/1-2
TOURP|9|1|1|Macalister, R.A.S.|1949|DOMNIC[--||TOURP/9/1-1
TOURP|9|1|2|Moloney, M.|1964|DOM NIC||TOURP/9/1-2
TOURP|10|1|1|Macalister, R.A.S.|1949|--]AC[--||TOURP/10/1-1
TOURP|11|1|1|Macalister, R.A.S.|1949|HEU[--||TOURP/11/1-1
TOURP|12|1|1|Macalister, R.A.S.|1949|FOR[F^S][--||TOURP/12/1-1
TOURP|13|1|1|Macalister, R.A.S.|1949|SOADBAR||TOURP/13/1-1
TOURP|14|1|1|Macalister, R.A.S.|1949|"SOER | LECH"||TOURP/14/1-1
TOURP|15|1|1|Macalister, R.A.S.|1949|--]TO[--||TOURP/15/1-1
TOURP|16|1|1|Macalister, R.A.S.|1909|--]EC[--||TOURP/16/1-1
TOURP|17|1|1|Macalister, R.A.S.|1949|"--]ER | L[EM][--"||TOURP/17/1-1
TOURP|18|1|1|Macalister, R.A.S.|1949|CO[--||TOURP/18/1-1
TOURP|19|1|1|Macalister, R.A.S.|1949|--]LETHO||TOURP/19/1-1
TOURP|20|1|1|Macalister, R.A.S.|1949|"BAN | DR[--"||TOURP/20/1-1
