"SITE"|"NAME"|"CEL_NAME"|"PLACE"|"CEL_PLACE"|"PARISH"|"CEL_PARISH"|"COUNTY"|"CEL_COUNTY"|"COUNTRY"|"HEIGHTOD"|"SITE_TYPE"|"SITE_DESCR"|"SITE_HISTO"|"Site Address"|"grid"|"easting"|"northing"|"lat"|"lon"
"TGARN"|"Tregaron"|"inc"|"Tregaron"|"inc"|"Tregaron"|"inc"|"Cardiganshire"|"Sir Ceredigion"|"Wales"|NULL|"eccle"|"Westwood/1876, 143, `The church of Tregaron has been partially rebuilt'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TGENE"|"Teaghlach Einne"|"Teaghlach Einne"|"Teaghlach Einne"|"Teaghlach Einne"|"Moycullen"|"Inishmore"|"Galway"|"inc"|"Ireland"|NULL|"eccle"|"Higgins/1987, 288, `...the altar at Teaghlach Einne...Church on Inishmore, Aran Islands'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TGONY"|"Cuby"|"inc"|"Tregony"|"inc"|"Cuby"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"eccle"|"St Cuby Church, the parish church of Tregony."|"Macalister/1945, 438, `The church was erected in or about 1828'.

Okasha/1993, 299, `Penaluna recorded that the church, except for the tower, was rebuilt around 1828...Local tradition asserts that the stone was once a standing stone in the churchyard'."|NULL|NULL|NULL|NULL|NULL|NULL
"THILL"|"Trevaylor Hill"|"inc"|"Trevaylor Hill"|"inc"|"Gulval"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"modsc"|"Thomas/1994, 288, `Trevaylor, north of Gulval'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"THOTO"|"Thomastown"|"inc"|"Thomastown"|"inc"|"Thomastown"|"inc"|"Kilkenny"|"inc"|"Ireland"|NULL|"lands"|"McManus/1949, 73: `...discovered by G. Doyle in 1969 by the bank of a small tributary to the river Nore'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TIHIL"|"Tihilly"|"Tihilly"|"Tihilly"|"Tihilly"|"Ballycowan"|"inc"|"Offaly"|"inc"|"Ireland"|NULL|"eccle"|"Macalister/1949, 42: `... a heap of ruins and debris of the old church and graveyard'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TINAH"|"Tinnahally"|"inc"|"Tinnahally"|"inc"|"Trughanacmy"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"soutn"|"Macalister/1945, 249, `the souterrain of a fort, the name of which is given as ``Lisnareabh,'' on lands in the occupation of a man called Foley, innkeeper of Killorglin'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TIRPH"|"Capel Brithdir"|"Capel Brithdir"|"Bargoed"|"inc"|"Gelli-gaer"|"Gelli-gaer"|"Glamorganshire"|"Sir Morgannwg"|"Wales"|NULL|"lands"|"Stephens/1862, 130: `This stone, mentioned by the Rev. John Griffith at the Bangor meeting, stands in a very desolate spot in a district difficult of access, and does not seem to have attracted the attention of any competent antiquary. I made my way thither from the Hengoed Junction, taking the Rhymney railway as far as Tir Phil station ; then ascending the Cefn Brithdir ridge, I came to Capel Brithdir, a small chapel frequented apparently by but few persons besides the clergyman and his clerk; and having a rotten wooden belfry, but no bell, the bell having been stolen, it is said, in 1858. The sole evidences of vitality about the place were two venerable yew trees, quite decayed in the trunks, and with only a few green sprigs at the top. To the north of the chapel, in a field on the west side of a mountain road, stands the stone in question.'

Jones/1862, 220: `It is in a field a little to the north-west of the poor little chapel of Brithdir, on the top of a steep ridge, or cefn, to the west of the valley of the Rhymny, near an old line of road prolonged northwards along the ridge, looking to the south-west towards Gelly Gaer. This position is not improbably its original one ; but no remains of a carn round the base of the stone indicate the presence of an interment.'

Fox/1939, 35--36: `Cefn Brithdir is the adjoining ridge to Cefn Gelligaer, and forms the eastern side of the Bargoed-Rhymney valley.  The Tegernacus stone stood on the top of the ridge, in a field to the north-west of the little church known as Capel Brithdir, and to the west of the roadway that runs along the spur.  This roadway is  a true ridgeway, traversing the hill from end to end, and affords an easy passage round the head of the valley, where it joins the Roman road from Gelligaer near Rhaslas pond... The site of the stone (now by with a concrete pillar) like the others discussed, is, therefore, likely to have been selected for its proximity to a traffic route.

`Owing to the numerous high dry-stone field walls which surround it, it is impossible to determine whether the stone was crest-sited.  There are no remains of any surrounding earthwork or other distinguishing feature beside it; the field has been under plough in the past.'

RCAHMW/1976, 36: `near the site of Capel Brithdir at ca. 390 m above O.D.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TISAR"|"Tisaran"|"Tisaran"|"Tisaran"|"Tisaran"|"Garrycastle"|"inc"|"Westmeath"|"inc"|"Ireland"|NULL|"inc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TLGMO"|"Tullig More"|"inc"|"Tullig More"|"inc"|"East Muskerry"|"inc"|"Cork"|"inc"|"Ireland"|NULL|"inc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TMINE"|"Tuckamine"|"Tuckamine"|"Tuckamine"|"Tuckamine"|"Rathvilly"|"inc"|"Dublin"|"Dublin"|"Ireland"|NULL|"modsc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TMOUN"|"Topped Mountain"|"inc"|"Topped Mountain"|"inc"|"Tirkennedy"|"inc"|"Fermanagh"|"inc"|"Ireland"|NULL|"lands"|"A carn at the summit of Topped Mountain (Macalister/1945, 303)."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TMYLE"|"Templemoyle"|"Templemoyle"|"Templemoyle"|"Templemoyle"|"Tiaquin"|"Moylough"|"Galway"|"inc"|"Ireland"|NULL|"cemet"|"Higgins/1987, 272: 'an early Christian cemetery about five hundred metres North East of Templemoyle Old Church near Tysaxon, Athenry'. He later notes that the `stone may have lain recumbent upon a grave originally. Human bones were visible in the section of the sand pit where it was found at a depth of about 40 - 60 cm. It is one of the few Co. Galway carvings which has a definite visible association with burials'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TNTGL"|"Tintagel"|"inc"|"Trevena"|"inc"|"Tintagel"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"inc"|"Langdon/1896, 366: `Tintagel, anciently called `Dundagell,' is in the Deanery of Trigg Minor.  It is situated on the north coast of Cornwall, and is twenty miles from Bodmin and Launceston, and six mile north-west of Camelford railway-station.

`Trevena is the village of Tintagel.'

Okasha/1993, 291, notes that the first recording of the stone was as a gate-post so we cannot know the original site."|"No information."|NULL|NULL|NULL|NULL|NULL|NULL
"TNTIS"|"Tintagel Island"|"inc"|"Tintagel Island"|"inc"|"Tintagel"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"settl"|"Tintagel `Island' is a small peninsula jutting out from the north Cornish coast. The stone was found in `Site C' on the lower slopes of the north-eastern side of the Island. For full discussion of Tintagel Island, and plans showing the various sites see Thomas/1993, and for site C and the context of the find see Morris/1997, Morris/1998, Morris/1999."|"Thomas/1993 and Morris/1997, 1--143, are the most recent discussions of the Island as a whole, and in the case of Morris, of Site C. The conclusion of the partial excavation of the site is that Tintagel must be seen as a spectacularly important secular, not monastic, settlement of the early middle ages. Radio-carbon dates, and especially large quantities of imported Mediterranean pottery and glass can be used to date occupation of the Island from the fifth to the seventh century. The finding of Oxford Red Colour-coated ware, and of two Late Roman period milestones argue for the possibility that some sort of occupation began on the Island in the fourth century. 

The Island became the site for a castle in the later middle ages, and was reputed by Geoffrey of Monmouth to be the site where King Arthur was born to Uther and Igraine. See Padel/1984, 1-28."|NULL|NULL|NULL|NULL|NULL|NULL
"TOOCU"|"Tooracurragh"|"inc"|"Tooracurragh"|"inc"|"Decies without Drum"|"inc"|"Waterford"|"inc"|"Ireland"|NULL|"modsc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TOURP"|"Toureen"|"inc"|"Toureen"|"inc"|"Clanwilliam"|"inc"|"Tipperary"|"inc"|"Ireland"|NULL|"eccle"|"Moloney/1964, 99, `Four miles north-west of Cahir, in fields flanking a wide clear stream in Toureen townland, a little oratory, thirty-five feet by twenty five, a pleasant well, two cross-shafts and various mounds mark the hermitage of Beccan'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TPBNN"|"Tempall Benain"|"Tempall Benain"|"Tempall Benain"|"Tempall Benain"|"Moycullen"|"Inishmore"|"Galway"|"inc"|"Ireland"|NULL|"cemet"|"Higgins/1987, 327: `...the graveyard at Temple Brecan, Inishmore, Aran Islands'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TRALE"|"Tralee"|"inc"|"Tralee"|"inc"|"Trughanacmy"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"modsc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TRAWS"|"Rhiw Goch"|"Rhiw Goch"|"Rhiw Goch"|"Rhiw Goch"|"Trawsfynnydd"|"Trawsfynnydd"|"Merionethshire"|"Sir Meirionydd"|"Wales"|NULL|"lands"|"Gresham/1985, 389: `The place where Porius was laid to rest is on the edge of a huge expanse of bleak moorland being at a height of just over 1,000 feet above sea level and appears to the eye as if it were at the back of beyond.  It is, however, exactly the point of one of the major ancient crossroads in north Wales where an early trade route running east to west from the head-waters of the river Severn to the coast, and a sea-passage to Ireland, was crossed by the main north to south Roman road, the _Sarn Helen_.  These two lines of communication were in regular use until the early years of the nineteenth century.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TRLLW"|"Trallwng"|"inc"|"Trallwng"|"inc"|"Trallwng"|"inc"|"Brecknockshire"|"Sir Brycheiniog"|"Wales"|NULL|"eccle"|"Westwood/1876, 63: `The church of Trallong, between Brecon and Devynock, having been rebuilt about twenty years since ...'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TRSCO"|"Tresco"|"inc"|"Tresco"|"inc"|NULL|"inc"|"Cornwall (Scilly)"|"Kernow"|"England"|NULL|"eccle"|"Thomas/1985a, 178--179: `On _Tresco_ there was a cemetery close by the ruins of the Priory Church of St Nicholas, the so-called Abbey.  An inscribed memorial stone, the only one known in Scilly, must have marked one of the graves...The existence of early graves here must have been known, since the Priory precincts were unsystematically used for burials in post-medieval centuries; but they seem first to have been reported during Augustus Smith's construction of his famous gardens.  Some are probably dectectable now among the luxuriant growth.  Henry Whitfield was present, as an admirier of the flowering beauties, when a grave was discovered.

` ``A group of workmen is busily excavating the hill-side...One of the labourers gives a cry of surprise, and the others hurry to the spot.  He has broken into what appears a vault, formed of smooth flat stones.  A few more strokes of the pickaxe enlarge the aperture, and lay bare its contents.  Some faded relics of mortality are taken carefully from what was deemed their last retreat.''

`Elsewhere, Whitfield suggests that he had seen _two_ graves opened, as well as a cache of `several layers of bones' and among them `a curious round stone, marked with a Greek cross'.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TRVNG"|"East Treveneague Farm"|"inc"|"St Hilary"|"inc"|"St Hilary"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"modsc"|"Modern secondary location at East Treveneague Farm (Okasha/1993, 312).

Thomas/1994, 284, `[The site is] Closer to the `neck'  of West Cornwall, the narrowing between Hayle estuary on the north and Mounts Bay on the south'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TRWSF"|"Trawsfynydd"|"Trawsfynydd"|"Trawsfynydd"|"Trawsfynydd"|"Trawsfynydd"|"Trawsfynydd"|"Merionethshire"|"Sir Meirionydd"|"Wales"|NULL|"other"|"Hemp/Gresham/1961, 154-155: `  The [find] spot is 400 yds. west-north-west of the farmhouse, and 120 yds. north-east from Bench Mark 673.3...this is about 200 yds. south of the left bank of the Afon Prysor, a short distance above Pont Trawsfynydd, and must be close to the line of the Roman road, which probably crossed the river  not far away... 

`The find spot of this stone, near the banks of the Afon Prysor, makes it reasonable to assume that the inscription originally marked a grave placed beside the Roman road, which leads southwards from the fort at Tomen y mur, 2 1/2 miles distant, to cross the river somewhere close at hand.  No certain traces of the road are now visible on either bank to locate the crossing exactly, although the words _Sarn Helen_ were formerly marked on the 6-in. Ordnance Survey map at a point 150 yds. north-east of the find-spot...Close beside the same road, 2 1/2 miles along its course from Bryn Goleu to the south-south-east, formerly stood the well-known Porius Stone, now at Cardiff'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TSLTN"|"Treslothan"|"inc"|"Camborne"|"inc"|"Altarnon"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"eccle"|"Landgon/Allen/1895, 51 record the site as Pendarves, `Two miles south of Camborne'.

Possibly the ruined chapel of St James, Treslothan (Okasha/1993, 307). 

Thomas/1967a, 64--67, gives a description and history of the chapel."|"Thomas/1967a, 64, gives a brief discussion of the history of the chapel, and the surround area from the first references of the thirteenth century through to 1842."|NULL|NULL|NULL|NULL|NULL|NULL
"TUAM"|"Tuam"|"Tuam"|"Tuam"|"Tuam"|"Dunmore"|"inc"|"Galway"|"inc"|"Ireland"|NULL|"cemet"|"Macalister/1949, 1: `the ancient graveyard of Tuam'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TUAMG"|"Tomgraney"|"inc"|"Tomgraney"|"inc"|"Tulla Upper"|"inc"|"Cork"|"Chorcai"|"Ireland"|NULL|"cemet"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TULHE"|"Tullaherin"|"Tullaherin"|"Tullaherin"|"Tullaherin"|"Gowran"|"inc"|"Kilkenny"|"inc"|"Ireland"|NULL|"lands"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TULLA"|"Tullaghaun"|"Tullaghaun"|"Tullaghaun"|"Tullaghaun"|"Costello"|"inc."|"Mayo"|"Mayo"|"Ireland"|NULL|"modsc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
